primary_method,active_standardized_method_name,active_method_class,scoring_standardized_method_name,scoring_method_class,instructions_standardized_method_name,instructions_method_class,final_standardized_method_name,final_method_class,decision
measure/structural descent (count of S above Z in third argument),direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
measure/structural descent (count of S in third argument),direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
measure/structural descent (induction on term size),direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
measure/structural descent (multiset order),direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
measure/structural descent (number of S in third argument),direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
measure/structural descent (S-prefix count on third argument),direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
measure/structural descent on S-constructor,direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
measure/structural descent on third argument,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
measure/termination ordering,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
measure/weight argument (lexicographic pair),,,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,scoring_reviewed_migration
measure/weight argument counting S-occurrences,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
"meta-level ""decreasing argument"" / primitive-recursion intuition",,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
meta-level termination proof / termination ordering,,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
monotone algebra / max-polynomial interpretation,polynomial_interpretation,polynomial,,,,,polynomial_interpretation,polynomial,active_only
monotone algebra interpretation,,,interpretation_argument,polynomial,interpretation_argument,polynomial,polynomial_interpretation,polynomial,scoring_reviewed_migration
monotone interpretation (monotone algebra),polynomial_interpretation,polynomial,,,,,polynomial_interpretation,polynomial,active_only
monotone interpretation into Nat,polynomial_interpretation,polynomial,,,,,polynomial_interpretation,polynomial,active_only
monotone measure/interpretation μ on symbols,polynomial_interpretation,polynomial,polynomial_interpretation,polynomial,,,polynomial_interpretation,polynomial,sources_agree
monotone polynomial interpretation,polynomial_interpretation,polynomial,polynomial_interpretation,polynomial,,,polynomial_interpretation,polynomial,sources_agree
monotone polynomial/interpretation argument,,,polynomial_interpretation,polynomial,,,polynomial_interpretation,polynomial,scoring_reviewed_migration
monotone semantic interpretation (exponential weight),polynomial_interpretation,polynomial,,,,,polynomial_interpretation,polynomial,active_only
monotonic interpretation into naturals,polynomial_interpretation,polynomial,polynomial_interpretation,polynomial,,,polynomial_interpretation,polynomial,sources_agree
MPO/path order,path_order_generic,path_order,,,,,path_order_generic,path_order,active_only
multicomponent measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
multiset (Dershowitz-Manna) ordering,multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset depth measure; recursive path order; polynomial interpretation,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
Multiset extension of term sizes,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
Multiset measure,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
multiset measure,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
multiset measure (sizes/S-depths of third arguments),multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset measure of third-argument depths,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
multiset measure of third-argument sizes,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
multiset measure on eqW-potential,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
Multiset measure on S-depths,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
Multiset measure on sizes of third arguments,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
multiset measure on term sizes,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,sources_agree
multiset measure on third argument,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
multiset measure on third-argument S-depths,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
multiset measure on third-argument sizes,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
multiset of F third-argument sizes,multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset of F-redex numeric heights,multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset of leading-S counts for F third arguments,multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset of nat-depths,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
multiset of outermost S-chain lengths,multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset of recursion depths,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
multiset of recursion depths of third arguments of F-subterms,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
multiset of recΔ third-argument sizes,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
multiset of S-chain depths,multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset of S-counts in F third arguments,multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset of S-depths,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,sources_agree
multiset of S-depths of third arguments of F-subterms,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
multiset of S-depths; Recursive Path Ordering,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
multiset of sizes,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
multiset of sizes of third arguments of F-subterms,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
Multiset order on S-nesting depth,,,multiset_measure,direct_measure,,,multiset_measure,direct_measure,scoring_reviewed_migration
multiset order; lexicographic path order,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
multiset ordering,,,multiset_measure,direct_measure,,,multiset_measure,direct_measure,scoring_reviewed_migration
multiset ordering / measure,,,multiset_measure,direct_measure,,,multiset_measure,direct_measure,scoring_reviewed_migration
Multiset ordering on S-nesting depths,,,multiset_measure,direct_measure,,,multiset_measure,direct_measure,scoring_reviewed_migration
multiset path ordering,,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
Multiset Path Ordering (MPO),path_order_generic,path_order,path_order_generic,path_order,,,path_order_generic,path_order,sources_agree
multiset path ordering (MPO),path_order_generic,path_order,,,,,path_order_generic,path_order,active_only
multiset path ordering and polynomial interpretation,path_order_generic,path_order,,,,,path_order_generic,path_order,active_only
multiset path-ordering over lexicographic product of recΔ delta-height and constructor multiset,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
multiset S-depth measure,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
multiset structural measure on third arguments,multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
"multiset(ℕ), ℕ, ℕ lexicographic measure",,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
multiset/depth measure on third arguments,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
multiset/lexicographic measure,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
multiset/lexicographic measure (eqW/recΔ / delta-height / size),multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset/lexicographic measure (S-count),,,multiset_measure,direct_measure,,,multiset_measure,direct_measure,scoring_reviewed_migration
multiset/lexicographic measure on third argument,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
multiset/measure interpretation (3rd-arg size),multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset/measure interpretation (3rd-arg subterms),multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset/measure interpretation (numeral size),multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset/measure interpretation (S-count),multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset/measure interpretation (S-depth),multiset_measure,direct_measure,,,,,multiset_measure,direct_measure,active_only
multiset/polynomial interpretation,,,multiset_measure,direct_measure,,,multiset_measure,direct_measure,scoring_reviewed_migration
multiset/sum measure on third-argument sizes; RPO/LPO,multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
multivariate well-founded measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
natural measure on nested S constructors,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
